"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"Joseph: King of Dreams"	"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers."	"MUSIC,FAMILY,ANIMATION"	"64.0"	"/movie/16366"	"November 7, 2000"
"Dear Basketball"	"An animated telling of Kobe Bryant's titular poem, signaling his retirement from the sport that made his name."	"ANIMATION"	"72.0"	"/movie/483306"	"April 23, 2017"
"Bastille Day"	"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy."	"ACTION"	"61.0"	"/movie/333669"	"November 18, 2016"
"Doom"	"A team of space marines known as the Rapid Response Tactical Squad, led by Sarge, is sent to a science facility on Mars after somebody reports a security breach. There, they learn that the alert came after a test subject, a mass murderer purposefully injected with alien DNA, broke free and began killing people. Dr. Grimm, who is related to team member Reaper, informs them all that the chromosome can mutate humans into monsters -- and is highly infectious."	"ACTION,HORROR,SCIENCE FICTION"	"50"	"/movie/8814"	"October 21, 2005"
"Merry Christmas Mr. Lawrence"	"In 1942, British soldier Jack Celliers comes to a japanese prison camp. The camp is run by Yonoi, who has a firm belief in discipline, honour and glory. In his view, the allied prisoners are cowards when they chose to surrender instead of commiting suicide. One of the prisoners, interpreter John Lawrence, tries to explain the japanese way of thinking, but is considered a traitor."	"DRAMA,HISTORY,WAR"	"74.0"	"/movie/11948"	"May 28, 1983"
"Burning"	"Deliveryman Jongsu is out on a job when he runs into Haemi, a girl who once lived in his neighborhood. She asks if he'd mind looking after her cat while she's away on a trip to Africa. On her return she introduces to Jongsu an enigmatic young man named Ben, who she met during her trip. And one day Ben tells Jongsu about his most unusual hobby..."	"MYSTERY,DRAMA,THRILLER"	"72.0"	"/movie/491584"	"November 9, 2018"
"Double Jeopardy"	"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."	"CRIME,DRAMA,MYSTERY,THRILLER"	"63.0"	"/movie/10398"	"September 24, 1999"
"Friday the 13th Part VI: Jason Lives"	"Determined to finish off the infamous killer Jason Voorhees once and for all, Tommy Jarvis and a friend exhume Jason’s corpse in order to cremate him. Things go awry when Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about."	"HORROR,MYSTERY,THRILLER"	"58.0"	"/movie/10225"	"August 1, 1986"
"Nanny McPhee and the Big Bang"	"Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons."	"COMEDY,FANTASY,FAMILY"	"61.0"	"/movie/35019"	"August 20, 2010"
"Hellraiser III: Hell on Earth"	"Pinhead is trapped in a sculpture and fortunately for him the sculpture is bought by a young playboy who owns his own night club. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle cube so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way."	"HORROR,THRILLER,WAR"	"55.0"	"/movie/11569"	"September 11, 1992"
"Godzilla: Planet of the Monsters"	"In the year 2048, the human race is forced to leave Earth after decades of losing against Godzilla and other giant monsters. They take a twenty-year journey to another planet called Tau Ceti-e, but upon arrival, they discover that the planet has become uninhabitable. As living conditions on their ship deteriorate, a young man named Haruo spearheads a movement to return to Earth and take it back from the monsters. The ship successfully makes the return voyage, but the crew realizes that twenty thousand years have passed, with Earth's ecosystem having evolved to become centered around Godzilla."	"ACTION,ADVENTURE,SCIENCE FICTION,ANIMATION"	"63.0"	"/movie/449574"	"January 17, 2018"
"Money"	"Two wealthy businessmen are about to get away with $5 million in ill-gotten money until their plans are revealed by an uninvited house guest."	"CRIME,THRILLER"	"55.0"	"/movie/422874"	"April 6, 2016"
"Not Another Teen Movie"	"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre."	"COMEDY"	"55.0"	"/movie/11397"	"December 7, 2001"
"Barb Wire"	"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action."	"SCIENCE FICTION"	"40"	"/movie/11867"	"May 3, 1996"
"Son of a Gun"	"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price."	"ACTION,CRIME,DRAMA,THRILLER"	"62.0"	"/movie/294652"	"December 11, 2014"
"The Miracle Season"	"After the tragic death of star volleyball player Caroline "Line" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!"	"DRAMA"	"75.0"	"/movie/425373"	"April 13, 2018"
"A Million Ways to Die in the West"	"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival."	"COMEDY,WESTERN"	"58.0"	"/movie/188161"	"May 30, 2014"
"Eternity"	"The story beginnings with a young man visiting a village in Burma. One night, a beautiful woman comes into his bedroom and attempts to seduce him. She suddenly leaves, frighten by the sounds of screams coming from outside. The next day, the young man asks Tip, Ni Han's right hand man, about the screams. Tip then tells him the story of Yupadee and Sangmong, Ni Han's former wife and nephew....."	"ROMANCE,DRAMA"	"55.0"	"/movie/121046"	"September 16, 2010"
"The Way of the Dragon"	"Tang Lung arrives in Rome to help his cousins in the restaurant business. They are being pressured to sell their property to the syndicate, who will stop at nothing to get what they want. When Tang arrives he poses a new threat to the syndicate, and they are unable to defeat him. The syndicate boss hires the best Japanese and European martial artists to fight Tang, but he easily finishes them off."	"ACTION,CRIME"	"75.0"	"/movie/9462"	"August 7, 1974"
"Failure to Launch"	"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result."	"COMEDY"	"56.0"	"/movie/6877"	"March 10, 2006"
"In the Name of the King: A Dungeon Siege Tale"	"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian."	"ADVENTURE,FANTASY,ACTION,DRAMA"	"43.0"	"/movie/2312"	"January 11, 2008"
"Summer 1993"	"After her mother's death, six-year-old Frida is sent to her uncle's family to live with them in the countryside. But Frida finds it hard to forget her mother and adapt to her new life."	"DRAMA"	"73.0"	"/movie/438634"	"October 6, 2017"
"In Bruges"	"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected."	"COMEDY,DRAMA,CRIME"	"75.0"	"/movie/8321"	"February 8, 2008"
"Captain Ron"	"When mild-mannered Martin Harvey finds out that he has inherited a vintage yacht, he decides to take his family on a Caribbean vacation to retrieve the vessel. Upon arriving on a small island and realizing that the ship is in rough shape, Martin and his family end up with more than they bargained for as the roguish Captain Ron signs on to sail the boat to Miami. It doesn't take long before Ron's anything-goes antics get the Harveys into plenty of trouble."	"ACTION,ADVENTURE,COMEDY,FAMILY"	"55.0"	"/movie/14361"	"September 18, 1992"
"The Green Hornet"	"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz)."	"ACTION,CRIME,COMEDY"	"55.0"	"/movie/40805"	"January 13, 2011"
"Little Women"	"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household."	"DRAMA,ROMANCE"	"71.0"	"/movie/9587"	"December 21, 1994"
"Day of the Dead: Bloodline"	"In a world overrun by zombies, military personnel and survivalists live in an underground bunker while they seek a cure."	"ACTION,HORROR"	"40"	"/movie/485415"	"January 5, 2018"
"Killing Them Softly"	"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse."	"CRIME,THRILLER"	"60"	"/movie/64689"	"November 30, 2012"
"Empire of the Sun"	"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor named Basie, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him."	"DRAMA,HISTORY,WAR"	"75.0"	"/movie/10110"	"December 9, 1987"
"Mark Felt: The Man Who Brought Down the White House"	"The story of Mark Felt, who under the name "Deep Throat" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974."	"DRAMA,HISTORY,THRILLER"	"58.0"	"/movie/390061"	"September 29, 2017"
"They Live"	"Nada, a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens."	"ACTION,SCIENCE FICTION,THRILLER"	"72.0"	"/movie/8337"	"November 23, 1988"
"The Invitation"	"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something."	"THRILLER"	"65.0"	"/movie/306947"	"March 13, 2015"
"Don't Worry, I'm Fine"	"A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father."	"DRAMA"	"74.0"	"/movie/1254"	"November 11, 2006"
"Luis and the Aliens"	"The story 11-year-old Luis who makes friends with three loveable little aliens, who crash their UFO into his house. In return for Luis' help in finding the home-shopping channel stuff they came for, they save Luis from boarding school - and an exciting adventure follows."	"ANIMATION,FAMILY,ADVENTURE,COMEDY,SCIENCE FICTION"	"65.0"	"/movie/432383"	"May 9, 2018"
"All Quiet on the Western Front"	"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose."	"DRAMA,WAR"	"77.0"	"/movie/143"	"April 29, 1930"
"Tragedy Girls"	"Following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small Midwestern town into a frenzy and cement their legacy as modern horror legends."	"HORROR,COMEDY"	"58.0"	"/movie/413857"	"October 20, 2017"
"Young Frankenstein"	"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind."	"COMEDY,SCIENCE FICTION,HORROR"	"79.0"	"/movie/3034"	"December 15, 1974"
"A Serbian Film"	"Milos, a retired porn star, leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem."	"CRIME,HORROR,THRILLER"	"55.0"	"/movie/73861"	"May 13, 2011"
"The Oranges"	"A man's (Hugh Laurie) affair with his friend's much-younger daughter (Leighton Meester) throws two neighboring families into turmoil."	"COMEDY,ROMANCE,DRAMA"	"54.0"	"/movie/89008"	"September 10, 2011"
"Imperium"	"Nate Foster, a young, idealistic FBI agent, goes undercover to take down a radical white supremacy terrorist group. The bright up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy. Inspired by real events."	"CRIME,DRAMA,THRILLER,MYSTERY"	"64.0"	"/movie/374617"	"August 19, 2016"
"Love and Bullets"	"In Naples, the four different individuals are crossed by destinies: a Camorra boss decides to change life and tries in all ways to disappear from the circulation with the aid of his wife, while a sleeping nurse and a feared dwarf are suspended between Their past and an uncertain future."	"COMEDY,ROMANCE"	"66.0"	"/movie/468302"	"August 1, 2017"
"Sinister 2"	"A young mother and her twin sons move into a rural house that's marked for death."	"HORROR"	"58.0"	"/movie/283445"	"August 21, 2015"
"Diana"	"During the last two years of her life, Princess Diana (Naomi Watts) campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon (Naveen Andrews)."	"DRAMA,ROMANCE"	"55.0"	"/movie/118289"	"November 1, 2013"
"The Chorus"	"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration."	"DRAMA"	"76.0"	"/movie/5528"	"March 17, 2004"
"Enemy of the State"	"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean."	"ACTION,DRAMA,THRILLER"	"68.0"	"/movie/9798"	"November 20, 1998"
"American Ultra"	"American Ultra is a fast-paced action comedy about Mike, a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down. Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive."	"COMEDY,ACTION"	"60"	"/movie/261392"	"August 21, 2015"
"22 Bullets"	"Charly Matteï has turned his back on his life as an outlaw. For the last three years, he's led a peaceful life devoting himself to his wife and two children. Then, one winter morning, he's left for dead in the parking garage in Marseille's Old Port, with 22 bullets in his body. Against all the odds, he doesn't die..."	"ACTION,CRIME,THRILLER"	"64.0"	"/movie/37645"	"March 24, 2010"
"Natural Born Killers"	"Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media."	"CRIME,THRILLER,DRAMA"	"70"	"/movie/241"	"August 25, 1994"
"The Seventh Seal"	"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives."	"FANTASY,DRAMA"	"82.0"	"/movie/490"	"October 13, 1958"
"Sono tornato"	"Mussolini reappears in Rome 72 years after his death, finding a Country still full of problems like racism and hate for politicians. Misguised for an actor, he sides with a young filmmaker and starts traveling along Italy to reconquer it."	"COMEDY,DRAMA"	"60"	"/movie/495766"	"February 1, 2018"
"A Scanner Darkly"	"An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result."	"ANIMATION,SCIENCE FICTION,THRILLER"	"68.0"	"/movie/3509"	"July 7, 2006"
"Viking"	"The early Middle Ages. A time of heavy swords and dark blood law. The ruling clan is in discord. The guilt for the accidental death of the brother has fallen on the Grand Duke. According to the law, revenge must be taken by the younger brother, a bastard. For the refusal to kill, he has to pay with eve- rything he had, because “for peace you need more swords than for a war”..."	"HISTORY,ACTION,DRAMA"	"50"	"/movie/369698"	"December 29, 2016"
"The Last Airbender"	"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations."	"ACTION,ADVENTURE,FAMILY,FANTASY"	"46.0"	"/movie/10196"	"July 1, 2010"
"This Youth Is Crazy"	"Yeh Jawaani Hai Deewani features two polar opposite characters, who at one point were classmates in Modern School. The first is Naina Talwar (Deepika Padukone), a studious bespectacled young girl. The second is Bunny (Ranbir Kapoor), a carefree young travel-show host, intent on breaking out of the pattern of getting an education, a career, a wife, children, retirement, and eventually death."	"COMEDY,DRAMA,MUSIC,ROMANCE"	"73.0"	"/movie/185008"	"May 31, 2013"
"Singin' in the Rain"	"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound."	"COMEDY,MUSIC,ROMANCE"	"81.0"	"/movie/872"	"April 10, 1952"
"Hunt for the Wilderpeople"	"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive."	"ADVENTURE,COMEDY,DRAMA"	"78.0"	"/movie/371645"	"June 24, 2016"
"Pokémon: Arceus and the Jewel of Life"	"The Struggle for Time and Space Begins Again...! The legendary Arceus. Long ago Arceus granted a fragment of its awesome power as the Jewel of Life to help Michina in the town's hour of need only to be betrayed when it was time for that power to be returned. After so many years Arceus is about to return to reclaim its power - enraged vengeful and seemingly unstoppable. Not even the combined might of Dialga, Palkia and Giratina can stop Arceus from devastating all existence across multiple dimensions. But Ash and his companions joining forces with their new friend Sheena, may have discovered the only way to redeem that ancient betrayal. Their journey will be both dangerous and uncertain: even if Ash and his friends can set an old wrong right again will there be time to return the Jewel of Life before Arceus destroys everything and everyone they've ever known?"	"ANIMATION,FAMILY"	"69.0"	"/movie/39057"	"November 20, 2009"
"About a Boy"	"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite."	"DRAMA,COMEDY,ROMANCE"	"66.0"	"/movie/245"	"May 17, 2002"
"The Running Man"	"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free."	"ACTION,SCIENCE FICTION"	"65.0"	"/movie/865"	"November 13, 1987"
"Tomb Invader"	"With promises of untold treasure, two modern-day adventurers team up to enter the ancient tomb of Quin Shi Haung, and stop a madman from releasing the mercury trapped within."	"ACTION,ADVENTURE,TV MOVIE"	"42.0"	"/movie/511343"	"March 9, 2018"
"Cowboy Bebop: The Movie"	"The year is 2071. Following a terrorist bombing, a deadly virus is released on the populace of Mars and the government has issued the largest bounty in history, for the capture of whoever is behind it. The bounty hunter crew of the spaceship Bebop; Spike, Faye, Jet and Ed, take the case with hopes of cashing in the bounty. However, the mystery surrounding the man responsible, Vincent, goes deeper than they ever imagined, and they aren't the only ones hunting him."	"ACTION,ANIMATION,SCIENCE FICTION"	"76.0"	"/movie/11299"	"August 11, 2002"
"50/50"	"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease."	"COMEDY,DRAMA"	"71.0"	"/movie/40807"	"September 30, 2011"
"Cujo"	"A friendly St. Bernard named "Cujo" contracts rabies and conducts a reign of terror on a small American town."	"HORROR,THRILLER"	"59.0"	"/movie/10489"	"August 12, 1983"
"Smokin' Aces"	"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing."	"ACTION,COMEDY,CRIME,THRILLER,MYSTERY"	"65.0"	"/movie/7516"	"December 9, 2006"
"The Flintstones"	"Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished."	"FANTASY,COMEDY,FAMILY"	"52.0"	"/movie/888"	"May 26, 1994"
"Angel Heart"	"The down-and-out private detective Harry Angel is ordered, by a mysterious man named Louis Cyphre, to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself as Harry Angel goes on a supernatural journey into his own soul."	"HORROR,MYSTERY,THRILLER"	"72.0"	"/movie/635"	"March 6, 1987"
"Neelakasham Pachakadal Chuvanna Bhoomi"	"Kasi and Suni are close friends who studied together in an engineering college. Assi, who comes to Kerala to study engineering under the North East quota falls in love with Kasi. Certain incidents that follow set Kasi and Suni on a road trip to Nagaland on two motorcycles. The incidents that happen during this road adventure forms the film."	"ROMANCE,THRILLER"	"70"	"/movie/209419"	"August 9, 2013"
"Doctor Strange"	"Dr. Stephen Strange embarks on a wondrous journey to the heights of a Tibetan mountain, where he seeks healing at the feet of the mysterious Ancient One."	"ACTION,ANIMATION,FANTASY,SCIENCE FICTION"	"64.0"	"/movie/14830"	"August 14, 2007"
"Tusk"	"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him."	"COMEDY,HORROR,DRAMA,THRILLER"	"52.0"	"/movie/246403"	"September 19, 2014"
"RoboCop 2"	"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as "Nuke" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God."	"ACTION,ADVENTURE,CRIME,SCIENCE FICTION,THRILLER"	"58.0"	"/movie/5549"	"June 22, 1990"
"SPF-18"	"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn."	"ROMANCE,DRAMA"	"45.0"	"/movie/472838"	"September 29, 2017"
"Zulu"	"In 1879, during the Zulu wars, man of the people Lt. John Chard (Stanley Baker) and snooty Lt Gonville Bromhead (Michael Caine) were in charge of defending the isolated Natal outpost of Rorke's Drift from tribal hordes, holding out during an Alamo-like siege until they are overwhelmed, losing the battle, but going down in history as heroes. 150 soldiers defended a supply station against some 4000 Zulus, aided by the Martini-Henry rifle "with some guts behind it". In the hundred years since the Victoria Cross was created for valour and extreme courage beyond that normally expected of the British soldier in face of the enemy only 1344 have been awarded. Eleven of these were won by the defenders of the mission station at Rorke's Drift, Natal, January 22nd to the 23rd 1879."	"ACTION,DRAMA,HISTORY,WAR"	"75.0"	"/movie/14433"	"June 17, 1964"
"Star Trek II: The Wrath of Khan"	"Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a life or death struggle when Khan escapes from years of exile and captures the power of creation itself."	"ACTION,ADVENTURE,SCIENCE FICTION,THRILLER"	"75.0"	"/movie/154"	"June 3, 1982"
"Pretty Baby"	"Hattie (Susan Sarandon), a New Orleans hooker, meets a photographer named Bellocq (Keith Carradine) at her brothel one night and, after he photographs her, he befriends her 12-year-old daughter, Violet (Brooke Shields). When Violet is brought on as a working girl by her mother's madam and Hattie skips town to get married, Violet quickly loses her innocence and focuses on reuniting with Bellocq. But a life with Bellocq is compromised for Violet after her mother returns to town."	"DRAMA,HISTORY"	"64.0"	"/movie/26973"	"April 5, 1978"
"The Late Bloomer"	"A sex therapist goes through puberty after the successful removal of a benign tumor resting against his pituitary gland. He experiences all the changes and effects of puberty over a three-week period."	"COMEDY,DRAMA,ROMANCE"	"53.0"	"/movie/413471"	"October 7, 2016"
"The Fox and the Hound"	"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!"	"ADVENTURE,ANIMATION,DRAMA,FAMILY"	"71.0"	"/movie/10948"	"July 10, 1981"
"Another Earth"	"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident."	"DRAMA,SCIENCE FICTION"	"68.0"	"/movie/55420"	"July 22, 2011"
"Mulan II"	"Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family."	"ANIMATION,COMEDY,FAMILY,ACTION"	"63.0"	"/movie/12242"	"November 13, 2004"
"Sweet Virginia"	"A former rodeo star, now a motel manager, meets a young man who is responsible for the violence that suddenly has seized his small town."	"DRAMA,THRILLER"	"61.0"	"/movie/413992"	"November 17, 2017"
"The Pink Panther"	"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case."	"ACTION,COMEDY,CRIME,MYSTERY,FAMILY"	"57.0"	"/movie/12096"	"February 10, 2006"
"Legally Blonde 2: Red, White & Blonde"	"After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill."	"COMEDY"	"53.0"	"/movie/10327"	"July 2, 2003"
"Doctor Who"	"The Seventh Doctor becomes the Eighth. And on the streets of San Francisco – alongside new ally Grace Holloway - he battles the Master."	"TV MOVIE,ADVENTURE,SCIENCE FICTION"	"63.0"	"/movie/15691"	"May 14, 1996"
"Meet the Fockers"	"Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract."	"COMEDY,ROMANCE"	"61.0"	"/movie/693"	"December 22, 2004"
"Monster Party"	"Three teenage thieves infiltrate a mansion dinner party, unaware that it is secretly being hosted by a serial killer cult for the social elite."	"HORROR"	"59.0"	"/movie/458969"	"November 2, 2018"
"Inkheart"	"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative."	"ADVENTURE,FAMILY,FANTASY"	"62.0"	"/movie/2309"	"December 17, 2008"
"Cop Land"	"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law."	"ACTION,CRIME,DRAMA"	"67.0"	"/movie/2142"	"August 15, 1997"
"Toni Erdmann"	"Without warning a father comes to visit his daughter abroad. He believes that she lost her humor and therefore surprises her with a rampage of jokes."	"COMEDY,DRAMA"	"71.0"	"/movie/374475"	"December 25, 2016"
"Outland"	"Thriller about an honest marshal in a corrupt mining colony on Io, Jupiter's sunless third moon, who is determined to confront a violent drug ring even though it may cost him his life. After his wife angrily deserts him, he waits alone for the arrival of killers hired by the company to eliminate him. Futuristic remake of "High Noon"."	"SCIENCE FICTION,MYSTERY"	"63.0"	"/movie/10540"	"May 22, 1981"
"Bad Match"	"An internet-dating playboy's life spirals out of control after meeting a woman online."	"THRILLER"	"56.0"	"/movie/429727"	"August 25, 2017"
