"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"Deepwater Horizon"	"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history."	"DRAMA,ACTION"	"67.0"	"/movie/296524"	"September 30, 2016"
"Batman Forever"	"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin."	"ACTION,CRIME,FANTASY"	"53.0"	"/movie/414"	"June 16, 1995"
"Wrong Turn 2: Dead End"	"Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!"	"HORROR,THRILLER"	"56.0"	"/movie/13186"	"October 8, 2007"
"The Bourne Supremacy"	"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive."	"ACTION,DRAMA,THRILLER"	"73.0"	"/movie/2502"	"July 23, 2004"
"Hotel Transylvania"	"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!"	"ANIMATION,COMEDY,FAMILY,FANTASY"	"69.0"	"/movie/76492"	"September 28, 2012"
"For Your Eyes Only"	"A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first."	"ADVENTURE,ACTION,THRILLER"	"65.0"	"/movie/699"	"June 24, 1981"
"Don't Look Now: We're Being Shot At"	"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops - and the consequences of their own blunders."	"COMEDY,WAR"	"79.0"	"/movie/8290"	"December 20, 1966"
"The Bouncer"	"A nightclub bouncer in his fifties who's taken punches, literally and figuratively, struggles to raise his 8-year-old daughter. The former bodyguard finds himself forced to collaborate with the police. His mission: infiltrate the organization of a dangerous Flemish gang leader."	"ACTION,DRAMA"	"57.0"	"/movie/525554"	"September 22, 2018"
"Despicable Me 3"	"Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination."	"ACTION,ANIMATION,COMEDY,FAMILY,ADVENTURE"	"63.0"	"/movie/324852"	"June 30, 2017"
"E.T. the Extra-Terrestrial"	"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien."	"SCIENCE FICTION,ADVENTURE,FAMILY,FANTASY"	"74.0"	"/movie/601"	"June 11, 1982"
"Horrible Bosses 2"	"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."	"COMEDY"	"62.0"	"/movie/227159"	"November 26, 2014"
"Trapped in Paradise"	"The Firpo Brothers can get away with anything. They just can't get away!"	"ACTION,COMEDY"	"58.0"	"/movie/23719"	"December 2, 1994"
"Wrong Turn 3: Left for Dead"	"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals."	"HORROR,THRILLER"	"50"	"/movie/23823"	"January 1, 2009"
"American Reunion"	"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend."	"COMEDY"	"61.0"	"/movie/71552"	"April 6, 2012"
"Flatliners"	"Five medical students, hoping to gain insight into the mystery of what lies beyond the confines of life, embark on a daring and dangerous experiment. By stopping their hearts for short periods of time, each triggers a near-death experience. As the investigation becomes more and more perilous, they are forced to confront the sins of their pasts, as well as contend with the paranormal consequences of trespassing to the other side."	"DRAMA,SCIENCE FICTION"	"57.0"	"/movie/400710"	"September 29, 2017"
"Don't Worry, He Won't Get Far on Foot"	"On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life."	"COMEDY,DRAMA"	"65.0"	"/movie/443009"	"July 13, 2018"
"Van Helsing"	"Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family."	"HORROR,ADVENTURE,ACTION"	"61.0"	"/movie/7131"	"May 7, 2004"
"Southpaw"	"Billy "The Great" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most."	"ACTION,DRAMA"	"74.0"	"/movie/307081"	"July 24, 2015"
"Bedazzled"	"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies."	"FANTASY,COMEDY,ROMANCE"	"58.0"	"/movie/1636"	"October 19, 2000"
"Spinning Man"	"A 'happily married' professor, known for having many affairs with students, becomes the prime suspect when a young woman is found murdered."	"MYSTERY,THRILLER"	"55.0"	"/movie/458109"	"April 6, 2018"
"Deck the Halls"	"Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space."	"COMEDY,FAMILY"	"51.0"	"/movie/9969"	"November 22, 2006"
"Mad Max"	"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang."	"ADVENTURE,ACTION,THRILLER,SCIENCE FICTION"	"67.0"	"/movie/9659"	"February 15, 1980"
"Pokémon the Movie: The Power of Us"	"Every year the citizens of Fura City celebrate a Wind Festival. Where people live together with the wind. Long Ago, on the final day of the festival the Legendary Pokemon Lugia and bestow the blessings of the wind upon the people. This Film Focuses on Everyone's Story. from Lisa, a high school girl who is just starting out as a Pokemon trainer, to Karachi, a guy who can't stop lying to Torito, a researcher who lacks confidence in himself, to Hisui, an old lady who hates touching Pokemon, and Rarugo, a mysterious young girl who watches over the forest by herself."	"FAMILY,FANTASY,ANIMATION,ADVENTURE"	"57.0"	"/movie/494407"	"July 13, 2018"
"Nothing to Hide"	"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results."	"DRAMA,COMEDY"	"66.0"	"/movie/487476"	"October 17, 2018"
"The Goonies"	"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie."	"ADVENTURE,COMEDY,FAMILY"	"75.0"	"/movie/9340"	"June 7, 1985"
"Taxi Driver"	"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process."	"CRIME,DRAMA"	"81.0"	"/movie/103"	"February 8, 1976"
"Watchmen"	"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger."	"ACTION,MYSTERY,SCIENCE FICTION"	"72.0"	"/movie/13183"	"March 6, 2009"
"Backstabbing for Beginners"	"An idealistic young employee at the U.N. investigates the grizzly murder of his predecessor – and uncovers a vast global conspiracy that may involve his own boss."	"THRILLER,DRAMA,HISTORY"	"64.0"	"/movie/476678"	"April 27, 2018"
"Mulan"	"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang."	"ANIMATION,FAMILY,ADVENTURE"	"78.0"	"/movie/10674"	"June 18, 1998"
"Suite Française"	"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war."	"DRAMA,ROMANCE,WAR"	"74.0"	"/movie/271674"	"November 5, 2014"
"Once Upon a Time in the West"	"This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land."	"WESTERN"	"82.0"	"/movie/335"	"May 28, 1969"
"Galaxy Quest"	"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system."	"COMEDY,FAMILY,SCIENCE FICTION"	"70"	"/movie/926"	"December 23, 1999"
"Ferdinand"	"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the "biggest, fastest, roughest bull" for the bullfights in Madrid and Ferdinand is mistakenly chosen. Based on the classic 1936 children's book by Munro Leaf."	"ANIMATION,FAMILY,ADVENTURE,COMEDY"	"71.0"	"/movie/364689"	"December 15, 2017"
"Assassin's Creed"	"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day."	"ACTION,ADVENTURE,SCIENCE FICTION"	"54.0"	"/movie/121856"	"December 21, 2016"
"Total Recall"	"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip."	"ACTION,ADVENTURE,SCIENCE FICTION"	"72.0"	"/movie/861"	"June 1, 1990"
"Exodus: Gods and Kings"	"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."	"ADVENTURE,DRAMA,ACTION"	"57.0"	"/movie/147441"	"December 12, 2014"
"Snow White and the Huntsman"	"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest."	"ADVENTURE,FANTASY,DRAMA"	"59.0"	"/movie/58595"	"June 1, 2012"
"The Twilight Saga: Eclipse"	"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life."	"ADVENTURE,FANTASY,DRAMA,ROMANCE"	"60"	"/movie/24021"	"June 23, 2010"
"The Domestics"	"A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs."	"THRILLER,HORROR"	"62.0"	"/movie/426814"	"June 28, 2018"
"On Her Majesty's Secret Service"	"James Bond tracks his archnemesis, Ernst Blofeld, to a mountaintop retreat where he is training an army of beautiful, lethal women. Along the way, Bond falls for Italian contessa Tracy Draco, and marries her in order to get closer to Blofeld."	"ADVENTURE,ACTION,THRILLER"	"66.0"	"/movie/668"	"December 18, 1969"
"All the Money in the World"	"The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom."	"THRILLER,DRAMA,CRIME,MYSTERY"	"63.0"	"/movie/446791"	"December 25, 2017"
"The Empire Strikes Back"	"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."	"ADVENTURE,ACTION,SCIENCE FICTION"	"83.0"	"/movie/1891"	"May 21, 1980"
"Women Who Passed My Way"	"The acclaimed Greek director returns with a bittersweet story about the need for human contact. Two men are hired to keep watch on a home in Athens, where a room is illegally built. They will meet many passers-by, some of whom are in fact building inspectors attempting to catch them in the act."	"COMEDY"	"0"	"/movie/481149"	"December 13, 2018"
"Black Hawk Down"	"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground."	"ACTION,HISTORY,WAR"	"73.0"	"/movie/855"	"December 28, 2001"
"Lone Survivor"	"Four Navy SEALs on a covert mission to neutralize a high-level al-Qaeda operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish."	"ACTION,DRAMA,THRILLER,WAR"	"74.0"	"/movie/193756"	"December 24, 2013"
"The Notebook"	"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths."	"ROMANCE,DRAMA"	"78.0"	"/movie/11036"	"June 25, 2004"
"American Pie 2"	"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant..."	"COMEDY,ROMANCE"	"61.0"	"/movie/2770"	"August 10, 2001"
"Destination Wedding"	"Frank and Lindsay—two emotionally-broken strangers—meet on the way to a destination wedding. Over the course of the weekend and against all odds, they find themselves drawn together even though they are initially repulsed by one another."	"ROMANCE,COMEDY,DRAMA"	"58.0"	"/movie/489929"	"August 24, 2018"
"Howl's Moving Castle"	"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home."	"FANTASY,ANIMATION,ADVENTURE"	"83.0"	"/movie/4935"	"June 10, 2005"
"A Good Day to Die Hard"	"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes."	"ACTION,THRILLER"	"52.0"	"/movie/47964"	"February 14, 2013"
"Teen Beach 2"	"Dive in and rock out with the hottest surf sequel under the sun! Now that summer's over and school has begun, Brady (Ross Lynch) and Mack's (Maia Mitchell) relationship seems headed for a wipeout — until Lela, Tanner and the "Wet Side Story" kids show up! Dazzled by the novelty and variety of the modern world, Lela wants to stay, but the real world and the "reel" world just don't mix. Can Mack and Brady find the magic to get the kids home and get their own romance back on track before it's too late? Packed with electrifying song & dance numbers and hilarious fish-out-of-water wackiness, "Teen Beach 2" is "wow-abunga" fun for everyone!"	"TV MOVIE,FAMILY,COMEDY,MUSIC"	"63.0"	"/movie/325189"	"June 26, 2015"
"2012"	"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build "arks" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world."	"ACTION,ADVENTURE,SCIENCE FICTION"	"57.0"	"/movie/14161"	"October 10, 2009"
"I Feel Pretty"	"A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous."	"COMEDY"	"64.0"	"/movie/460668"	"April 20, 2018"
"Bridget Jones's Diary"	"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections."	"COMEDY,ROMANCE,DRAMA"	"67.0"	"/movie/634"	"April 13, 2001"
"No Country for Old Men"	"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide."	"CRIME,DRAMA,THRILLER"	"79.0"	"/movie/6977"	"November 8, 2007"
"Vice"	"Julian Michaels has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop who is hell-bent on shutting down Vice, and stopping the violence once and for all."	"THRILLER,SCIENCE FICTION,ACTION,ADVENTURE"	"42.0"	"/movie/307663"	"January 16, 2015"
"The Bourne Ultimatum"	"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him."	"ACTION,DRAMA,MYSTERY,THRILLER"	"73.0"	"/movie/2503"	"August 3, 2007"
"Cheeky"	"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira."	"COMEDY,DRAMA,ROMANCE"	"56.0"	"/movie/22705"	"January 28, 2000"
"Pretty Woman"	"When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain."	"ROMANCE,COMEDY"	"72.0"	"/movie/114"	"March 23, 1990"
"Captain Phillips"	"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."	"ACTION,DRAMA,THRILLER"	"76.0"	"/movie/109424"	"October 11, 2013"
"Johnny English"	"Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot."	"ADVENTURE,ACTION,COMEDY"	"62.0"	"/movie/9486"	"April 6, 2003"
"The ComDads"	"Unable to find her runaway son, a woman deceives two of her ex-lovers from her youth, a mild-mannered teacher and a tough journalist, that each is the real father in order to obtain their help."	"COMEDY"	"65.0"	"/movie/10484"	"November 23, 1983"
"The Usual Suspects"	"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess."	"DRAMA,CRIME,THRILLER"	"82.0"	"/movie/629"	"August 16, 1995"
"Home Alone 4"	"Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion."	"CRIME,COMEDY,FAMILY"	"41.0"	"/movie/12536"	"September 2, 2003"
"Sister's Younger Husband"	"A sexy brother-in-law approached her? And he’s a younger man? Mi-yeon, who was adopted into her family when she was little, is living with her older sister, Si-yeon and Si-yeon’s husband. Mi-yeon’s desire towards her brother-in-law grows more and more every night when she gets to watch the affectionate interaction between her older sister and the brother-in-law. One day, Mi-yeon seduces her brother-in-law and the two end up crossing the line when they should not have. As the situation goes on, Mi-yeon finds out her older sister is also having affairs outside the marriage. Mi-yeon tries to clear up the relationship with her brother-in-law out of guilty feeling. However, she hears something shocking from the brother-in-law."	"COMEDY,DRAMA,ROMANCE"	"85.0"	"/movie/418827"	"October 11, 2016"
"Indiana Jones and the Last Crusade"	"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life."	"ADVENTURE,ACTION"	"77.0"	"/movie/89"	"May 24, 1989"
"Star Wars: Episode II - Attack of the Clones"	"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars."	"ADVENTURE,ACTION,SCIENCE FICTION"	"65.0"	"/movie/1894"	"May 16, 2002"
"Rise of the Guardians"	"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world."	"ANIMATION,FAMILY,FANTASY"	"72.0"	"/movie/81188"	"November 21, 2012"
"Rambo: First Blood Part II"	"John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam."	"ACTION,ADVENTURE,THRILLER,WAR"	"64.0"	"/movie/1369"	"May 21, 1985"
"The World's End"	"Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival."	"COMEDY,ACTION,SCIENCE FICTION"	"67.0"	"/movie/107985"	"August 23, 2013"
"Das Boot"	"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits."	"DRAMA,HISTORY,WAR"	"80"	"/movie/387"	"February 10, 1982"
"The Man Who Knew Infinity"	"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy."	"DRAMA"	"71.0"	"/movie/353326"	"April 29, 2016"
"Ghostbusters"	"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."	"ACTION,FANTASY,COMEDY"	"54.0"	"/movie/43074"	"July 15, 2016"
"Toy Story 2"	"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."	"ANIMATION,COMEDY,FAMILY"	"75.0"	"/movie/863"	"November 24, 1999"
"The Dark Tower"	"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black."	"ACTION,FANTASY,SCIENCE FICTION,WESTERN,HORROR"	"56.0"	"/movie/353491"	"August 4, 2017"
"Lucy"	"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic."	"ACTION,SCIENCE FICTION"	"63.0"	"/movie/240832"	"July 25, 2014"
"Beverly Hills Chihuahua"	"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her."	"ADVENTURE,COMEDY,FAMILY,ROMANCE"	"48.0"	"/movie/14405"	"October 3, 2008"
"Olaf's Frozen Adventure"	"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff."	"ADVENTURE,ANIMATION,COMEDY,FAMILY,FANTASY,MUSIC"	"60"	"/movie/460793"	"November 22, 2017"
"Underworld"	"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war."	"FANTASY,ACTION,THRILLER"	"67.0"	"/movie/277"	"September 19, 2003"
"Absolute Power"	"A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President."	"CRIME,DRAMA,THRILLER,MYSTERY"	"66.0"	"/movie/66"	"February 14, 1997"
"Hostiles"	"A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation."	"DRAMA,WESTERN,HISTORY"	"66.0"	"/movie/384680"	"December 22, 2017"
"Return of the Jedi"	"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force."	"ADVENTURE,ACTION,SCIENCE FICTION"	"80"	"/movie/1892"	"May 25, 1983"
"On My Skin"	"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever."	"DRAMA"	"83.0"	"/movie/538362"	"September 12, 2018"
"The Great Debaters"	"The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite."	"DRAMA"	"72.0"	"/movie/14047"	"December 27, 2007"
"Ice Age: Continental Drift"	"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world."	"ANIMATION,COMEDY,ADVENTURE,FAMILY"	"63.0"	"/movie/57800"	"July 13, 2012"
"Independence Day: Resurgence"	"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction."	"ACTION,ADVENTURE,SCIENCE FICTION"	"50"	"/movie/47933"	"June 24, 2016"
"King Arthur: Legend of the Sword"	"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not."	"ACTION,DRAMA,FANTASY"	"65.0"	"/movie/274857"	"May 12, 2017"
"The Ritual"	"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them."	"HORROR"	"60"	"/movie/433808"	"February 9, 2018"
